	id_str	cleaned_text	flat_words
3543	535161993167380480	Obama calls on lame-duck Congress to approve Ebola funding  #ebola	Obama call lameduck Congress approve Ebola funding ebola
3544	535161993607385088	An upside to the epidemic: improved data that may help in the future. Missing maps and #Ebola  via 	An upside epidemic improve data may help future Missing map Ebola via
3545	535161995499433984	Sierra Leonean doctors to start clinical trial using blood of Ebola survivors  #ebola	Sierra Leonean doctor start clinical trial use blood Ebola survivor ebola
3546	535161998729052160	 : US nurse who broke Ebola quarantine is free of disease  	US nurse broke Ebola quarantine free disease
3547	535162004777213953	Canada asked by  to justify visa ban for residents of Ebola-affected countries via Globe &amp; Mail 	Canada ask justify visa ban resident Ebolaaffected country via Globe amp Mail
3548	535162013253914625	Will Pooley, a UK nurse who contracted Ebola in Sierra Leone and survived and returned to Sierra Leone to help patients is my hero right now	Will Pooley UK nurse contract Ebola Sierra Leone survive return Sierra Leone help patient hero right
3549	535162039241830401	 : Please help us fight #Ebola. You can donate at  by Text, Online or  Pls  …	Please help us fight Ebola You donate Text Online Pls …
3550	535162042534346752	 you do realize literally 75 percent of your fans hate michael Clifford and that god awful ebola infested band?	realize literally 75 percent fan hate michael Clifford god awful ebola infest band
3551	535162045453586433	"Mom : ""maybe if I tell Ebola the doctor will see us quicker"""	Mom maybe I tell Ebola doctor see us quicker
3552	535162070053163008	 Jim! Fancy finding you on twitter today Been thinking about you with the heartbreaking Ebola crisis. What can we do?	Jim Fancy find twitter today Been think heartbreaking Ebola crisis What
3553	535162071198228481	Lol the bus got stopped by police,ambulance and fireman because they thought a nigga had Ebola 😷😷	Lol bus get stop policeambulance fireman think nigga Ebola 😷😷
3554	535162076566540288	Beyond doctors and nurses: 8 kinds of professionals needed for #Ebola response https://t.co/JU4IufDv2Q #infectiousdiseases	Beyond doctor nurse 8 kind professional need Ebola response https//tco/JU4IufDv2Q infectiousdiseases
3555	535162080010457088	Ebola-infected Cuban doctor to be flown to Geneva for treatment – Reuters: The GuardianEbola-infected Cuban do... 	Ebolainfected Cuban doctor flown Geneva treatment – Reuters The GuardianEbolainfected Cuban
3556	535162084141846530	What I like about #BafanaBafana nowadays is that they play #ibola not #Ebola, thank you Bra Shakes!	What I like BafanaBafana nowadays play ibola Ebola thank Bra Shakes
3557	535162125090422784	BBC News - Ebola outbreak: Doctor becomes 'first' Cuban diagnosed 	BBC News Ebola outbreak Doctor becomes first Cuban diagnose
3558	535162130522468352	Keshi knows we have no more hope that's why he was looking like an Ebola patient. Its Official, we are out of AFCON. 	Keshi know hope look like Ebola patient Its Official AFCON
3559	535162136184778752	Great info from  on what #pharmacists can do to combat the #Ebola epidemic:  #healthworkers	Great info pharmacist combat Ebola epidemic healthworkers
3560	535162148046241794	having to get up at 6:30 am and go to bed at 10:30 PM is like having ebola - it's killer #HAFUCKINGHA	get 630 go bed 1030 PM like ebola killer HAFUCKINGHA
3561	535162168640299008	Woman Being Monitored For #Ebola Dies At Hair Salon With Blood Coming from Her Nose &amp; Mouth  	Woman Being Monitored For Ebola Dies At Hair Salon With Blood Coming Her Nose amp Mouth
3562	535162177196679168	UAB SON is offering a free online course for health care providers on what they need to know about the #Ebola virus 	UAB SON offering free online course health care provider need know Ebola virus
3563	535162180619218944	 #CDCwhistleblower 1. Measles is not a hemorrhagic illness like ebola. 2. World stats are not reflective US outcomes.	CDCwhistleblower 1 Measles hemorrhagic illness like ebola 2 World stats reflective US outcome
3564	535162185920835584	Son of #Cuban Doc w #Ebola @ #SierraLeone says optimistic 4 Dad's recovery &amp; thanks all those providing treatment   	Son Cuban Doc w Ebola @ SierraLeone say optimistic 4 Dad recovery amp thanks provide treatment
3565	535162189620199424	Ebola Riddim..... WTH? Jamaican producers really needs to invest in chills.	Ebola Riddim WTH Jamaican producer really need invest chill
3566	535162191985803265	Matt Damon, Will Ferrell, And Liberian Nurses Scold World Powers For Slow Ebola Response  #SomosTodosDilma #Raynn...	Matt Damon Will Ferrell And Liberian Nurses Scold World Powers For Slow Ebola Response SomosTodosDilma Raynn
3567	535162205462077440	This is the result of a devastating case of ebola, pray for  rip in piece man #ebola 	This result devastate case ebola pray rip piece man ebola
3568	535162210314907651	#Cost to treat Ebola in the US: $1.16 million for 2 patients - Reading Eagle 	Cost treat Ebola US 116 million 2 patient Reading Eagle
3569	535162218095345665	#Medicinenet Safe, Successful Kidney Dialysis Possible in Ebola Patients   	Medicinenet Safe Successful Kidney Dialysis Possible Ebola Patients
3570	535162219299098625	Thank you Adele for your generous donations to treat Ebola.	Thank Adele generous donation treat Ebola
3571	535162227570266112	is it ironic that we wish the actual cunts dain band aid had Ebola	ironic wish actual cunt dain band aid Ebola
3572	535162233773645824	 : #TNTLetters: #Morrocco shouldn’t have demanded postponement of 2015 Afcon finals  #CAN2015 #Ebola	TNTLetters Morrocco shouldn’t demand postponement 2015 Afcon final CAN2015 Ebola
3573	535162279952932865	Cracking up at this kid at moms school talking about how he thinks his friend has Ebola.	Cracking kid mom school talk think friend Ebola
3574	535162311431188480	Thank you all who came to the presentation today!It was a great look on the effects Ebola has on women &amp; children - the most at risk!	Thank come presentation todayIt great look effect Ebola woman amp child risk
3575	535162318909620224	 : hotel shower curtain touching your bare bottom vs. ebola	hotel shower curtain touch bare bottom v ebola
3576	535162320788672512	TWITTER INBOX INVITE? #mtvstars #amas The Daily Read - Ebola Edition - 10/22/2014... 	TWITTER INBOX INVITE mtvstars amas The Daily Read Ebola Edition 10/22/2014
3577	535162325142347776	Illumina lends sequencing tech to Broad Institute, USAID for Ebola tracking efforts 	Illumina lends sequence tech Broad Institute USAID Ebola track effort
3578	535162358814244864	#EBOLA &amp; #AIDS: FIND OUT THE TRUTH HOW #HOMOSEXUALS HAD AIDS? https://t.co/qaTtuH724p 	EBOLA amp AIDS FIND OUT THE TRUTH HOW HOMOSEXUALS HAD AIDS https//tco/qaTtuH724p
3579	535162363952238592	I think supporting #unicef is a great cause. Donated to help ebola victims. You should do the same #somethinggood 	I think support unicef great cause Donated help ebola victim You somethinggood
3580	535162371342614529	"Stupidest bumper sticker I've ever seen: ""Ebola"" with the Obama O in the middle. I realize this is the springs, but how dumb are you?"	Stupidest bumper sticker I ever seen Ebola Obama O middle I realize spring dumb
3581	535162389306810369	CREDIT: Previous headline via special Ebola the Letter correspondent 	CREDIT Previous headline via special Ebola Letter correspondent
3582	535162399347994624	#film #education Ebola film-makers in charity appeal - Yahoo News UK: Yahoo News UK Ebola…  via Thomas Tolkien	film education Ebola filmmaker charity appeal Yahoo News UK Yahoo News UK Ebola… via Thomas Tolkien
3583	535162412258045953	"Erin let a African use her phone then washed it off and gon say ""she ain't giving me Ebola"" ayo"	Erin let African use phone wash gon say give Ebola ayo
3584	535162414132920320	$GLD update: $GLD looks like it caught ebola again. Every sell. Listen to all the gurus and sell. Buy Shitsoft instead nearing all time high	GLD update GLD look like caught ebola Every sell Listen guru sell Buy Shitsoft instead near time high
3585	535162417152798720	new sitrep from WHO on #Ebola now comes with district level data 	new sitrep WHO Ebola come district level data
3586	535162423721086976	“@_jadabee: What is this black shit falling from the sky?”ebola	“ What black shit fall sky”ebola
3587	535162425251987456	“: Breaking News: Chuck Norris was infected with the Ebola virus. The virus died. Merica.”	“ Breaking News Chuck Norris infect Ebola virus The virus die Merica”
3588	535162426329948161	Study will test survivors' blood to treat Ebola - U-T San Diego: Study will test survivors' blood to treat Ebo... 	Study test survivor blood treat Ebola UT San Diego Study test survivor blood treat Ebo
3589	535162426988457984	Great piece on two different videos urging stronger response on Ebola.  cc  #UnitedAgainstEbola	Great piece two different video urge stronger response Ebola cc UnitedAgainstEbola
3590	535162440997404672	this can cure ebola tbh https://t.co/iVVUwCxGtJ	cure ebola tbh https//tco/iVVUwCxGtJ
3591	535162445808300032	It’s time to give Doctors Without Borders a second Nobel Peace Prize. 	It’s time give Doctors Without Borders second Nobel Peace Prize
3592	535162457040621570	“Here, here... Ebola is not in the whole of Africa, its being contained and 'great' African musicians have... 	“Here Ebola whole Africa contain great African musician
3593	535162460081520640	Everyone sitting around me at the library has moved because I can't stop coughing and they think I have Ebola #lonely	Everyone sit around library move I can stop cough think I Ebola lonely
3594	535162475990515712	" : Airports should adhere to standard protocols to counter Ebola
 "	Airports adhere standard protocol counter Ebola
3595	535162483024355329	Ebola Makes an Appearance in the Fed’s October Minutes - The Federal Reserve released minutes for its Oct. 28-29 m... 	Ebola Makes Appearance Fed’s October Minutes The Federal Reserve release minute Oct 2829 m
3596	535162491156697088	WHO Chief Promises Transparency in Ebola Review - ABC News  via 	WHO Chief Promises Transparency Ebola Review ABC News via
3597	535162499466002432	UPDATE 1-Ebola-infected Cuban doctor to be flown to Geneva for treatment: (Adds details about doctor, statemen... 	UPDATE 1Ebolainfected Cuban doctor flown Geneva treatment ( detail doctor statemen
3598	535162500271321088	"High-tech effort calls up smartphones for Ebola battle   
  #courtinterpreter #ebola"	Hightech effort call smartphones Ebola battle courtinterpreter ebola
3599	535162515450523648	World Bank shrinks their estimated economic impact of #Ebola from $30bn last month to $3-4bn today.  #TiredOfBeingScaredYet ?	World Bank shrink estimate economic impact Ebola 30bn last month 34bn today TiredOfBeingScaredYet
3600	535162517266661376	Many of same folks who say they're not scientists in response to climate change questions have strong epidemiological views on Ebola	Many folk say scientist response climate change question strong epidemiological view Ebola
3601	535162517447008256	Hot Matt Damon, Will Ferrell, And Liberian Nurses Scold World Powers For Slow Ebola Response  #Asian #pussy #porn #sex	Hot Matt Damon Will Ferrell And Liberian Nurses Scold World Powers For Slow Ebola Response Asian pussy porn sex
3602	535162526783516672	 Ebola is spread through sex after 90 days of recovery from Ebola!     	Ebola spread sex 90 day recovery Ebola
3603	535162538057797632	Way to give me a foot massage. Elaine looks in horror. Jerry: No, Elaine Elaine runs up to the way Ebola can. Spain has amazing food.	Way give foot massage Elaine look horror Jerry No Elaine Elaine run way Ebola Spain amaze food
3604	535162538376564736	  Bit harsh that like haha don't like the fool myself but Ebola serious hideous disease wouldn't wish it on my enemy	Bit harsh like haha like fool Ebola serious hideous disease would wish enemy
3605	535162584761389056	TWITTER INBOX INVITE? #mtvstars #amas #aoty #gameinsight #follow Ebola Replace Anal Jokes in World of Warcraft... 	TWITTER INBOX INVITE mtvstars amas aoty gameinsight follow Ebola Replace Anal Jokes World Warcraft
3606	535162585042386946	 : CDC getting 40 Ebola calls a day, only responding to about half of them. 	CDC get 40 Ebola call day respond half
3607	535162597101031424	Ebola in Brooklyn? Woman being monitored drops dead in Brooklyn   via 	Ebola Brooklyn Woman monitor drop dead Brooklyn via
3608	535162603278852097	Are smartphones the/an answer to #Ebola? 10 questions eager donors should ask themselves:  #SWEDOW (via )	Are smartphones the/an answer Ebola 10 question eager donor ask SWEDOW ( )
3609	535162605875494913	The EyeOpener Report- “Die From Ebola” – A message from the Terrorists! 	The EyeOpener Report “Die From Ebola” – A message Terrorists
3610	535162607528067072	 : Thousands of children at risk of being orphaned by Ebola. Text EBOLA to 20222 to give $10 and help #EndEbola. https://…	Thousands child risk orphan Ebola Text EBOLA 20222 give 10 help EndEbola https//…
3611	535162612762554368	"Matt Damon, Will Ferrell, And Liberian Nurses Scold World Powers For Slow Ebola Response
A grassroots association... "	Matt Damon Will Ferrell And Liberian Nurses Scold World Powers For Slow Ebola Response A grassroots association
3612	535162622363332608	If you would like to help  stop Ebola, text Ebola to 864233 to make a contribution!	If would like help stop Ebola text Ebola 864233 make contribution
3613	535162645109047298	 : THIS THE ONLY HOPE WE HAVE TO FIGHT OFF EBOLA https://t.co/qmcypjGsRm	THIS THE ONLY HOPE WE HAVE TO FIGHT OFF EBOLA https//tco/qmcypjGsRm
3614	535162666307043329	TONY MATTERHORN - AFTER DARK | RAW |  EBOLA RIDDIM 1.0 |  |DANC...:  via... 	TONY MATTERHORN AFTER DARK RAW EBOLA RIDDIM 10 DANC via
3615	535162681599492096	"Launching a new Crowdfunding campaign to?HELP AFRICAN JOURNALISTS FIGHT THE SPREAD OF EBOLA 

  Three international organizations have la..."	Launching new Crowdfunding campaign toHELP AFRICAN JOURNALISTS FIGHT THE SPREAD OF EBOLA Three international organization la
3616	535162695721701376	"Currently working with building advisors in Monrovia, Liberia. Hopefully building orphanage in the next few months
#Newhope #ebola #change"	Currently work building advisor Monrovia Liberia Hopefully building orphanage next month Newhope ebola change
3617	535162696057229312	 :  Hi please watch this:  to get a glimpse of an Ebola treatment centre in Sierra Leone. Thanks	Hi please watch get glimpse Ebola treatment centre Sierra Leone Thanks
3618	535162697776525312	Nearly Half of Liberia’s Workforce Is Out of a Job Since #Ebola Crisis Began  #sante #emploi #health #economy	Nearly Half Liberia’s Workforce Is Out Job Since Ebola Crisis Began sante emploi health economy
3619	535162706383605762	" : They found traces of Ebola in a man's semen at New Delhi airport. 

I have some questions:"	They find trace Ebola man semen New Delhi airport I question
3620	535162725853589505	 : Ebola virus in the semen of convalescent men  by  and Katherine E Arden	Ebola virus semen convalescent men Katherine E Arden
3621	535162732153421825	  to make Ebola the subject of Band Aid 30 stinks of opportunism and self promotion at the expense of the sick	make Ebola subject Band Aid 30 stink opportunism self promotion expense sick
3622	535162736527671296	'We got this, Bob Geldof, so back off' - Africa - Al Jazeera English 	We get Bob Geldof back Africa Al Jazeera English
3623	535162739623493633	 : This soap is $195, it better wash Ebola, wash HIV, wash Malaria, shit.... It better wash all my sins away 😑 …	This soap 195 better wash Ebola wash HIV wash Malaria shit It better wash sin away 😑 …
3624	535162747156455424	Nija Super Eagles intentnal played cautiously not to win so as to avoid contacting Ebola virus in Equitorial Guinea.taking a cue 4rm Moroco	Nija Super Eagles intentnal play cautiously win avoid contact Ebola virus Equitorial Guineataking cue 4rm Moroco
3625	535162751279452162	To Allen Grolla and the  mobile lab teams helping to contain #Ebola in West Africa:Thanks for your hard work! 	To Allen Grolla mobile lab team help contain Ebola West AfricaThanks hard work
3626	535162778492104704	 : When you lie to your kid and tell them they have Ebolahttps://t.co/DasLqkpATM	When lie kid tell Ebolahttps//tco/DasLqkpATM
3627	535162784217333760	I'll go to a club when Ebola under control, until then fuck you.	I go club Ebola control fuck
3628	535162804253515776	Ebola disappears from media spotlight after midterms - Cable news coverage of Ebola has virtually disappeared in t... 	Ebola disappears medium spotlight midterm Cable news coverage Ebola virtually disappear
3629	535162805666582528	Welcome Aboard! Ebola Is Coming - Armageddon: Prologue  	Welcome Aboard Ebola Is Coming Armageddon Prologue
3630	535162815041265665	 KoefoedMaria: shanedawson  Heres the Ebola song u welcome!	KoefoedMaria shanedawson Heres Ebola song u welcome
3631	535162821731168256	" : Ebola: I'm in the UK broom broom

UK: Get out me country"	Ebola Im UK broom broom UK Get country
3632	535162824390344707	" SoyGema:  WilliamRodgers: Some people are really worried about Ebola....

But the fact that people still listen to Justin Bieber is ..."	SoyGema WilliamRodgers Some people really worry Ebola But fact people still listen Justin Bieber
3633	535162827258863617	Have you heard ‘BoyNash [] - Premeditated Murder (Ebola)’ on #SoundCloud? https://t.co/k2lEg17AJ5	Have heard ‘BoyNash [ Premeditated Murder ( SoundCloud https//tco/k2lEg17AJ5
3634	535162837833121792	Liberian workforce hard hit by Ebola outbreak - World Bank -  	Liberian workforce hard hit Ebola outbreak World Bank
3635	535162844174897152	 : So far every case of Ebola in this country got it by helping people. So relax, Republicans, you're in the clear.	So far every case Ebola country get help people So relax Republicans clear
3636	535162856158007296	" TheShynxify: I liked a YouTube video  Fergie ""L.A. Love"" PARODY Ebola (La La) ~ Rucka Rucka Ali"	TheShynxify I like YouTube video Fergie LA Love PARODY Ebola ( La ~ Rucka Rucka Ali
3637	535162863783256064	If your break the 5 second rule I’m pretty sure you get Ebloa #ebola	If break 5 second rule I’m pretty sure get Ebloa ebola
3638	535162871119110145	Matt Damon, Will Ferrell, And Liberian Nurses Scold World Powers For Slow Ebola Response  #socialmarketing #blogg...	Matt Damon Will Ferrell And Liberian Nurses Scold World Powers For Slow Ebola Response socialmarketing blogg
3639	535162873270796290	asifferlin - Nearly half of Liberia’s working population at the beginning of the Ebola crisis is no longer doing s... 	asifferlin Nearly half Liberia’s work population beginning Ebola crisis longer
3640	535162885832720384	Somebody in Dallas caught Ebola on a Tuesday , I kill a bitch with Ebola if she choosy	Somebody Dallas caught Ebola Tuesday I kill bitch Ebola choosy
3641	535162887971831808	" hashtag_kay:  BBCWorld: Impact of #Ebola ""means half of all workers have lost their jobs"" in Liberia ... "	hashtagkay BBCWorld Impact Ebola mean half worker lose job Liberia
3642	535162888307351554	"Oh, look! It's the Ebola Nurse! "": Hey, isn't this the Ebola Nurse?!  #EbolaNurse ""
#EbolaNurse"	Oh look It Ebola Nurse Hey Ebola Nurse EbolaNurse EbolaNurse
3643	535162891176263680	 : “I want Ebola to leave Liberia, so I can go to school” 5-y/o Anne Marie's story   http:/…	“I want Ebola leave Liberia I go school” 5y/o Anne Marie story http/…
3644	535162904690311169	DARPA goes beyond killer robots with prosthetics and Ebola research  	DARPA go beyond killer robot prosthetics Ebola research
3645	535162906959429632	 NihsanGun:  FRANCE24: Ebola idles nearly half of Liberia workforce  	NihsanGun FRANCE24 Ebola idle nearly half Liberia workforce
3646	535162910805622784	 check out my first article: 10 Things I Learned About #Ebola From the Comments Section 	check first article 10 Things I Learned About Ebola From Comments Section
3647	535162912567209984	Nigerians be thankful we didn't qualify, it surely one of God's plan to shield us from ebola. #Evd mikel the great #cfc	Nigerians thankful qualify surely one God plan shield us ebola Evd mikel great cfc
3648	535162917877190657	 LilNickyMusic:  WeLoveRobDyrdek: THIS THE ONLY HOPE WE HAVE TO FIGHT OFF EBOLA https://t.co/ZtW0iXwlda	LilNickyMusic WeLoveRobDyrdek THIS THE ONLY HOPE WE HAVE TO FIGHT OFF EBOLA https//tco/ZtW0iXwlda
3649	535162924286095360	" : Just been to the doctors I definitely don't have Ebola guys but I may have Chlamydia #SadDele
Dele "	Just doctor I definitely Ebola guy I may Chlamydia SadDele Dele
3650	535162929860313088	 Mthostarlet:  EarthNewsco: #Ebola #Data SocialNewsCorp  Via #Twitter Boortzfan66 Hit_Delete Mthostarlet	Mthostarlet EarthNewsco Ebola Data SocialNewsCorp Via Twitter Boortzfan66 HitDelete Mthostarlet
3651	535162932129460225	Petition: Transparency &amp; #Ebola. English:  French:  #EbolaWatch 	Petition Transparency amp Ebola English French EbolaWatch
3652	535162943688957955	" : Obama: We need a spokesperson to educate about Ebola

Biden: *Points* How about him?

Ricola guy: ""EEEBOLAAAAAAAA!""

O…"	Obama We need spokesperson educate Ebola Biden Points How Ricola guy EEEBOLAAAAAAAA O…
3653	535162947283476480	 Hi, just read your latest FP and final paras: you might find this interesting re: US right : 	Hi read latest FP final para might find interest re US right
3654	535162947501572097	 you’re fucking ugly commit suicide you failed abortion ebola filled ass bitch cunt nobody likes you Boo	you’re fuck ugly commit suicide fail abortion ebola fill as bitch cunt nobody like Boo
3655	535162947015036930	UN health agency under way to step up Ebola response in Mali #clinique 	UN health agency way step Ebola response Mali clinique
3656	535162962668175361	Ebola kinda peaked early like Azealia Banks’ career	Ebola kinda peak early like Azealia Banks’ career
3657	535162984344334336	" : *Ebola enters the UK*

*Buys 10,000 tea bags in case things get back and can't leave home*"	Ebola enters UK Buys 10000 tea bag case thing get back can leave home
3658	535162986525372416	 : What virus did the function get? Par-ebola.	What virus function get Parebola
3659	535162992980410368	I hate Gay Females. Waste of good pussy. I hope yall hoes catch Ebola rubbing pussies. Fucking Slut	I hate Gay Females Waste good pussy I hope yall hoe catch Ebola rub pussy Fucking Slut
3660	535163009271091201	And in that moment, I swear we were infinite :$$$$ *~* :ooo #yolo #swag &lt;/33 #ebola	And moment I swear infinite ~ ooo yolo swag lt/33 ebola
3661	535163016770519040	Ebola virus estimated to have killed up to 1/3 of gorillas since discovery #amreading	Ebola virus estimate kill 1/3 gorilla since discovery amreading
3662	535163024504406017	CDC Increasing Supply of Ebola-specific Personal Protective Equipment for U.S. Hospitals | CDC Online Newsroom | CDC 	CDC Increasing Supply Ebolaspecific Personal Protective Equipment US Hospitals CDC Online Newsroom CDC
3663	535163034985959424	 : This disturbing André Carrilho illustration on Ebola, and how the world sees it, is both powerful and accurate. …	This disturb André Carrilho illustration Ebola world see powerful accurate …
3664	535163041659486210	 : If you survive #Ebola, you get a publicist or agent. If it kills you, you get a hospital wing named after you. Win-win.	If survive Ebola get publicist agent If kill get hospital wing name Winwin
3665	535163049582559232	#HuffingtonPost: Experimental #EbolaVaccine shows effectiveness in trials on monkeys:  #Ebola #EbolaOutbreak #Africa	HuffingtonPost Experimental EbolaVaccine show effectiveness trial monkey Ebola EbolaOutbreak Africa
3666	535163053156081665	#Ebola's socio-econ impact: 46% of #Liberia's working pop are no longer working says new WB repor   	Ebola socioecon impact 46 Liberia work pop longer work say new WB repor
3667	535163055039320064	 : Professor Guy Richards of Wits Medical School will speak on #Ebola &amp; Public Health at the #eboladialogue seminar. Follow us…	Professor Guy Richards Wits Medical School speak Ebola amp Public Health eboladialogue seminar Follow us…
3668	535163072198225920	Ebola-ravaged Guinea qualify, Nigeria out: Ebola-ravaged Guinea joined Ivory Coast, Mali and Ghana in qualifyi... 	Ebolaravaged Guinea qualify Nigeria Ebolaravaged Guinea join Ivory Coast Mali Ghana qualifyi
3669	535163080637173761	WHO: Ebola death toll rises to 5420: The death toll from the deadly Ebola outbreak has risen to 5,420, the Wor... 	WHO Ebola death toll rise 5420 The death toll deadly Ebola outbreak risen 5420 Wor
3670	535163080758423552	Check it out! I donated to Families in Monrovia Battling Ebola 	Check I donate Families Monrovia Battling Ebola
3671	535163081736065027	 : Gallup Poll: More Americans are concerned with Ebola than Obesity or Cancer. MSM Scare tactics are working. …	Gallup Poll More Americans concern Ebola Obesity Cancer MSM Scare tactic work …
3672	535163083925508099	Ebola spreading intensely in Sierra Leone as death toll rises: WHO: GENEVA (REUTERS) - The toll in the Ebola e... 	Ebola spread intensely Sierra Leone death toll rise WHO GENEVA ( The toll Ebola e
3673	535163083942293505	 : The MN Weekly Ebola Traveler Monitoring Report (Nov. 1is now available:  … #EbolaInfoMN	The MN Weekly Ebola Traveler Monitoring Report ( 1is available … EbolaInfoMN
3674	535163087486464000	Prevention News: WHO Seeks Swifter Ebola Test to Help Stamp Out Epidemic 	Prevention News WHO Seeks Swifter Ebola Test Help Stamp Out Epidemic
3675	535163088563994624	 : Big shout out to Kev from London who just thanked me because he thought he had Ebola, but it turned out to just be a r…	Big shout Kev London thank think Ebola turn r…
3676	535163097905115136	Time's Person of the Year poll includes , ,  and others. Ebola nurses are wining: 	Time Person Year poll includes others Ebola nurse win
3677	535163100001865728	Doctor treats Ebola with HIV drug in Liberia -- seemingly successfully 	Doctor treat Ebola HIV drug Liberia seemingly successfully
3678	535163111419162626	 yes u right. A blessin in disguise 4 not goin 2 Guinea, odawise we would b scared of Ebola wen they come Bak if dey had qualified	yes u right A blessin disguise 4 goin 2 Guinea odawise would b scar Ebola wen come Bak dey qualify
3679	535163124647985154	With Western Medicine, Ebola May Have Met Its Match -  Doctors in the United States have a near-perfect record of... 	With Western Medicine Ebola May Have Met Its Match Doctors United States nearperfect record
3680	535163137168015360	"“: Not an excuse! We fear ebola dts y :If you don't fear ebola, we do! ""Naija!!|| a walk of shame"	“ Not excuse We fear ebola dts y If fear ebola Naija walk shame
3681	535163145569177600	Trending Vines for #EBOLA on Twitter Compilation ►  Please ReTweet &amp; Favorite &amp; Share	Trending Vines EBOLA Twitter Compilation ► Please ReTweet amp Favorite amp Share
3682	535163146177351680	 Send Swaggy P to west Africa to cure Ebola. #SwagEffect #JayMohrSports	Send Swaggy P west Africa cure Ebola SwagEffect JayMohrSports
3683	535163154129768449	Ebola is surging in places it had been beaten back  (from #AP) #Ebola	Ebola surge place beaten back ( AP Ebola
3684	535163164783300608	 : 'We got this, Bob Geldof, so back off'  fantastic write up by  #Africa #Ethiopia	We get Bob Geldof back fantastic write Africa Ethiopia
3685	535163167891288065	NEWS: #iom Island donates £100,000 to aid Ebola crisis - The Isle of Man International Development Committee has d... 	NEWS iom Island donates 100000 aid Ebola crisis The Isle Man International Development Committee d
3686	535163177936625664	 :  like ugggh ebola nurse, am i right #EbolaNurse	like ugggh ebola nurse right EbolaNurse
3687	535163181421719552	West African health centers can't keep up with Ebola Outbreak, #WHO says - CNN  #Ebola	West African health center can keep Ebola Outbreak WHO say CNN Ebola
3688	535163220827594752	A-level chemistry literally is aids and Ebola mixed into one subject	Alevel chemistry literally aid Ebola mix one subject
3689	535163224615034880	Stars of 2014 recreate Band Aid spirit as musicians unite to help Ebola victims 	Stars 2014 recreate Band Aid spirit musician unite help Ebola victim
3690	535163227743977472	 : I just tried to download the new Band-Aid song to raise money for victims of ebola... But my anti-virus software wouldn't let …	I try download new BandAid song raise money victim ebola But antivirus software would let …
3691	535163232055746560	First #NHS volunteers set to leave for #SierraLeone on #Ebola mission: via :    	First NHS volunteer set leave SierraLeone Ebola mission via
3692	535163232181186560	#Ebola: Waiting:  ...for global response, for funding, for supplies for healthcare workers. Pls help. Donate.	Ebola Waiting global response funding supply healthcare worker Pls help Donate
3693	535163243913035778	I strongly advise that you all watch the panorama ebola documentary on BBC Iplayer, its an eye opener and really shows what is happening	I strongly advise watch panorama ebola documentary BBC Iplayer eye opener really show happen
3694	535163250586161152	How Much Water Does an Ebola Patient Need?    #Ebola …: 	How Much Water Does Ebola Patient Need Ebola …
3695	535163251076902913	"Incredible access  #Ebola Frontline with brave    - fellow  reporter 
"	Incredible access Ebola Frontline brave fellow reporter
3696	535163251315978241	"""Ebola Today Could Mean Illiteracy Tomorrow In West Africa.""  is working w/ partners to continue edu programs. "	Ebola Today Could Mean Illiteracy Tomorrow In West Africa work w/ partner continue edu program
3697	535163260203708417	Don Lemon to Africans infected with ebola: Have you tried.. not getting ebola?	Don Lemon Africans infect ebola Have try get ebola
3698	535163261428465665	"""Ebola: NMA recommends medical checks for W’African travelers"" good read "	Ebola NMA recommends medical check W’African traveler good read
3699	535163273625489409	"maaad ting "": Ebola Riddim. #EbolaRiddim  Andrew Blacks."	maaad ting Ebola Riddim EbolaRiddim Andrew Blacks
3700	535163275500335105	 21sthapilos: TONY MATTERHORN - AFTER DARK | RAW |  EBOLA RIDDIM 1.0 | ANJUBLAX |DANC...: ... 	21sthapilos TONY MATTERHORN AFTER DARK RAW EBOLA RIDDIM 10 ANJUBLAX DANC
3701	535163285893836800	“:  ...election season is over” Politics are shittier than Ebola	“ election season over” Politics shittier Ebola
3702	535163289723219968	 : Have you signed up for #APCO #Illuminations yet? Ebola Virus and Your Comm Center Dec 2014 	Have sign APCO Illuminations yet Ebola Virus Your Comm Center Dec 2014
3703	535163297021304832	" : Someone tell Chris Christie #BuffaloSnow has killed more in US than #EBOLA. 

WHERE'S THE QUARANTINE? 

#PANIC"	Someone tell Chris Christie BuffaloSnow kill US EBOLA WHERES THE QUARANTINE PANIC
3704	535163300116717568	 @21sthapilos: I OCTANE - STAR BOI | EBOLA RIDDIM 1.0 |  |DANCEHALL| 2014 | @2...:  via... …	@ I OCTANE STAR BOI EBOLA RIDDIM 10 DANCEHALL 2014 @ via …
3705	535163301450502144	Pls support  doctors risking their own lives to help those infected with Ebola.	Pls support doctor risk life help infect Ebola
3706	535163309058568192	I like a blog Everything you wanted to know about the Ebola virus! on  #EbolaVirus   via 	I like blog Everything want know Ebola virus EbolaVirus via
3707	535163324544339968	Ebola-infected #Cuban #doctor #to #be #flown to #Geneva #for #treatment: GENEVA (Reuters… 	Ebolainfected Cuban doctor flown Geneva treatment GENEVA (
3708	535163331989213184	"Email heading from Wesleyan, ""Winter Safety and Ebola"""	Email head Wesleyan Winter Safety Ebola
3709	535163356202942465	" FAKING NEWS:

The swag effect has replaced Ebola as the worst thing you can pass to your teammates. #jaymohrsports"	FAKING NEWS The swag effect replace Ebola worst thing pas teammate jaymohrsports
